,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
64,Berlin,52.51605,13.37691,C/O Berlin,52.50678358537336,13.330788985134213,Art Museum
65,Berlin,52.51605,13.37691,Chapter One,52.48976163897703,13.395976072085904,Coffee Shop
66,Berlin,52.51605,13.37691,Saint George's,52.53597689739696,13.421060493864418,Bookstore
67,Berlin,52.51605,13.37691,Wasserfall Viktoriapark,52.489104543341085,13.381980657577515,Waterfall
68,Berlin,52.51605,13.37691,Dan Thai Food,52.547587499002105,13.369250244095339,Thai Restaurant
69,Berlin,52.51605,13.37691,Kreuzberg im Viktoriapark,52.4876580487968,13.381501903949502,Scenic Lookout
70,Berlin,52.51605,13.37691,Weinberg,52.53269995948009,13.424021601676941,Wine Bar
71,Berlin,52.51605,13.37691,Bücherbogen,52.505095181456156,13.321961290189389,Bookstore
72,Berlin,52.51605,13.37691,Basic Wohnen & Leben,52.53804813379958,13.412082327336092,Furniture / Home Store
73,Berlin,52.51605,13.37691,Bonanza Roastery,52.504155208906184,13.4201276518078,Coffee Shop
74,Berlin,52.51605,13.37691,BRÄUGIER BrewPub,52.54215282039202,13.423850798790227,Beer Bar
75,Berlin,52.51605,13.37691,Zeit für Brot,52.54115904393887,13.411777183842078,Bakery
76,Berlin,52.51605,13.37691,Sonntagskaraoke im Mauerpark,52.542874001995436,13.40341355989825,Karaoke Bar
77,Berlin,52.51605,13.37691,Mehlstübchen,52.483855,13.361253,Bakery
78,Berlin,52.51605,13.37691,Tee Tea Thé,52.490227288565116,13.353177985495995,Tea Room
79,Berlin,52.51605,13.37691,Enzo Sushi Bar,52.534618,13.425019,Sushi Restaurant
80,Berlin,52.51605,13.37691,Goldhahn & Sampson,52.54219963187534,13.420430615306818,Gourmet Shop
81,Berlin,52.51605,13.37691,Volkspark Friedrichshain,52.52763188432334,13.435378074645996,Park
82,Berlin,52.51605,13.37691,La Käserie,52.541523533430656,13.415084461337107,Cheese Shop
83,Berlin,52.51605,13.37691,Early Birds,52.53204626343468,13.42362354934389,Ice Cream Shop
84,Berlin,52.51605,13.37691,Etc:Bar,52.534070432050434,13.419661987048961,Bar
85,Berlin,52.51605,13.37691,Freiluftkino Friedrichshain,52.52537994401943,13.435410261154175,Indie Movie Theater
86,Berlin,52.51605,13.37691,44 Brekkie,52.53668254050305,13.420456945896149,Café
87,Berlin,52.51605,13.37691,Classic Remise Berlin,52.53026879229302,13.318734169006348,Museum
88,Berlin,52.51605,13.37691,OTTO,52.53798,13.410142,Bistro
89,Berlin,52.51605,13.37691,Gasthaus Alt Wien,52.531547401763,13.432681681156769,Austrian Restaurant
90,Berlin,52.51605,13.37691,Sorsi e Morsi,52.5346405502197,13.424978739344986,Wine Bar
91,Berlin,52.51605,13.37691,"CAFÉ gestern, heute & morgen",52.546792,13.412589,Café
92,Berlin,52.51605,13.37691,Hokey Pokey,52.54676547402726,13.417608402042815,Ice Cream Shop
93,Berlin,52.51605,13.37691,Zazza,52.4918024151049,13.420756831047827,Café
94,Berlin,52.51605,13.37691,Facciola,52.49572843103693,13.433771348040839,Wine Bar
95,Berlin,52.51605,13.37691,Burgermeister,52.540663,13.412514,Burger Joint
96,Berlin,52.51605,13.37691,Rüya Gemüse Kebab,52.513783,13.317013,Kebab Restaurant
97,Berlin,52.51605,13.37691,Duo Sicilian Ice Cream,52.500581059463194,13.438824605836999,Ice Cream Shop
98,Berlin,52.51605,13.37691,Markthalle Neun,52.502144327910116,13.431606978315234,Food Court
99,Berlin,52.51605,13.37691,Lager Lager,52.4914524228706,13.428622740208365,Beer Store
100,Berlin,52.51605,13.37691,Kajumi,52.544094,13.421894,Coffee Shop
101,Berlin,52.51605,13.37691,Rüyam Gemüse Kebab,52.48480747236112,13.353681178205404,Doner Restaurant
102,Berlin,52.51605,13.37691,Populus Coffee,52.493718,13.427157,Coffee Shop
103,Berlin,52.51605,13.37691,Sveda,52.547613,13.401106,Café
104,Berlin,52.51605,13.37691,Mano Cafe,52.49912861276276,13.430566300836764,Café
105,Berlin,52.51605,13.37691,Lerchen und Eulen,52.50212333819094,13.430743217468262,Bar
106,Berlin,52.51605,13.37691,Bright Site,52.481732,13.365768,Climbing Gym
107,Berlin,52.51605,13.37691,IL KINO,52.49163582724672,13.432972976382707,Indie Movie Theater
108,Berlin,52.51605,13.37691,Concierge Coffee,52.49607704120797,13.422148954474327,Coffee Shop
109,Berlin,52.51605,13.37691,Wochenmarkt am Maybachufer,52.49515133547292,13.423269186979553,Farmers Market
110,Berlin,52.51605,13.37691,Zweistrom,52.5393128298324,13.421396575082154,Falafel Restaurant
111,Berlin,52.51605,13.37691,Tempelhofer Feld,52.47412854161509,13.403406143188475,Park
112,Berlin,52.51605,13.37691,Estelle Dining,52.548938,13.409832,Bistro
113,Berlin,52.51605,13.37691,Taverna Ousia,52.488141986203104,13.338181689872261,Taverna
114,Berlin,52.51605,13.37691,Café Mugrabi,52.49770362044022,13.43741654590141,Breakfast Spot
115,Berlin,52.51605,13.37691,A Telha,52.49052,13.325013,Seafood Restaurant
116,Berlin,52.51605,13.37691,Rosa Canina,52.532396478847694,13.435742855072021,Ice Cream Shop
117,Berlin,52.51605,13.37691,Briefmarken Weine - Grande Vini Piccola Cucina,52.517439910403716,13.44258899311813,Italian Restaurant
118,Berlin,52.51605,13.37691,Michelberger Hotel,52.50475120070394,13.447503218683359,Hotel
119,Berlin,52.51605,13.37691,Zeit für Brot,52.4991316980378,13.312422366163116,Bakery
120,Berlin,52.51605,13.37691,Kame,52.50385597300255,13.313506884965676,Bakery
121,Berlin,52.51605,13.37691,Wochenmarkt Karl-August-Platz,52.50865,13.311159,Farmers Market
122,Berlin,52.51605,13.37691,Offside,52.55326874947898,13.39186254357669,Whisky Bar
123,Berlin,52.51605,13.37691,Muted Horn,52.48070840798713,13.426280544716859,Beer Bar
124,Berlin,52.51605,13.37691,Pomodorino,52.52220765152743,13.449970217055668,Pizza Place
125,Berlin,52.51605,13.37691,Shakespeare and Sons,52.512636356259506,13.453112840652466,Bookstore
126,Berlin,52.51605,13.37691,Space Meduza,52.500588,13.439365,Dive Bar
127,Berlin,52.51605,13.37691,Kirschblütenweg,52.555886,13.398573,Trail
128,Berlin,52.51605,13.37691,Tempelhofer Park,52.473624,13.403789,Park
129,Berlin,52.51605,13.37691,Lamm Bar,52.553337,13.415194,Cocktail Bar
130,Berlin,52.51605,13.37691,Volkspark Wilmersdorf,52.48327679259119,13.327703475952148,Park
131,Berlin,52.51605,13.37691,Thai-Art,52.486654,13.319444,Thai Restaurant
132,Berlin,52.51605,13.37691,Thaiwiese im Preußenpark,52.493177777374655,13.31206873172159,Street Food Gathering
133,Berlin,52.51605,13.37691,Blaue Bohnen Kaffeerösterei,52.51043615659477,13.462552693620097,Coffee Shop
134,Berlin,52.51605,13.37691,Eismanufaktur,52.50827141173373,13.459540769577886,Ice Cream Shop
135,Berlin,52.51605,13.37691,Hokey Pokey,52.55930867417204,13.412988297951388,Ice Cream Shop
136,Berlin,52.51605,13.37691,Klunkerkranich,52.48209623936856,13.431419613103948,Beer Garden
137,Berlin,52.51605,13.37691,Schlossgarten Charlottenburg,52.52499,13.293499,Park
138,Berlin,52.51605,13.37691,Cento Passi,52.50956214456776,13.46504752608141,Wine Bar
139,Berlin,52.51605,13.37691,KONG,52.514386,13.459275,Chinese Restaurant
140,Berlin,52.51605,13.37691,Lehmbrucks Espressobar,52.47658904975906,13.32637153415595,Café
141,Berlin,52.51605,13.37691,Sohnemann,52.514236,13.459542,Cocktail Bar
142,Berlin,52.51605,13.37691,Lietzenseepark,52.50519871279926,13.286676406860352,Park
143,Berlin,52.51605,13.37691,Salami Social Club,52.51501293065886,13.46347680510007,Pizza Place
144,Berlin,52.51605,13.37691,Ali Baba,52.510716796399265,13.457534689434333,Middle Eastern Restaurant
145,Berlin,52.51605,13.37691,Zum Goldenen Lenker,52.510808166243464,13.462651304396907,Bike Shop
146,Berlin,52.51605,13.37691,Tucker Brunch Bar,52.507282,13.46754,Breakfast Spot
147,Berlin,52.51605,13.37691,li.ke,52.51148843532215,13.458749909324519,Thai Restaurant
148,Berlin,52.51605,13.37691,Verzuckert Berlin,52.517848628388876,13.462878300139064,Dessert Shop
149,Berlin,52.51605,13.37691,Herr Lindemann,52.473923,13.444992,Cocktail Bar
150,Berlin,52.51605,13.37691,21 gramm,52.472164,13.429091,Breakfast Spot
151,Berlin,52.51605,13.37691,Happy Baristas,52.50518051611517,13.469368443384539,Coffee Shop
152,Berlin,52.51605,13.37691,Körnerpark,52.47148940104489,13.437624343426899,Park
153,Berlin,52.51605,13.37691,Eis de Rix,52.47324957385636,13.448776677939097,Ice Cream Shop
154,Berlin,52.51605,13.37691,Lotte am Platz,52.473191999250005,13.316996424945875,Café
155,Berlin,52.51605,13.37691,Treptower Park,52.48868643446976,13.470375537872314,Park
156,Berlin,52.51605,13.37691,Aleppo Supper Club,52.515405,13.470988,Syrian Restaurant
157,Berlin,52.51605,13.37691,leuchtstoff Kaffeebar,52.46811906612812,13.43252420425415,Coffee Shop
158,Berlin,52.51605,13.37691,Richardplatz,52.474051,13.445404,Plaza
159,Berlin,52.51605,13.37691,Rummelsburger Bucht,52.496420805204444,13.477478027343748,Lake
160,Berlin,52.51605,13.37691,Brewdog Brewery,52.438065919344524,13.368237018585205,Brewery
161,Berlin,52.51605,13.37691,Drachenberg,52.50259438511879,13.249834009043283,Mountain
162,Berlin,52.51605,13.37691,Britzer Garten,52.43333034393163,13.417160511016846,Park
163,Berlin,52.51605,13.37691,Funkhaus Berlin,52.47827162806637,13.500094413757324,Music Venue
164,Berlin,52.51605,13.37691,Sommerbad Olympiastadion,52.516357108680396,13.2390481239585,Pool
165,Berlin,52.51605,13.37691,Prinzeneis,52.48096013696334,13.523426329610075,Ice Cream Shop
166,Berlin,52.51605,13.37691,Greenwichpromenade,52.58804517362675,13.273844718933105,Waterfront
167,Berlin,52.51605,13.37691,Forst Grunewald,52.47671638267145,13.215351104736328,Forest
168,Berlin,52.51605,13.37691,Tegeler Forst,52.59293356149042,13.247623443603516,Forest
169,Berlin,52.51605,13.37691,Kirschblütenallee | Berliner Mauerweg,52.404830310656756,13.3058466113749,Garden
170,Berlin,52.51605,13.37691,Biergarten in der Freiheit Fünfzehn,52.44777303997553,13.576746067719105,Beer Garden
171,Berlin,52.51605,13.37691,Da Dalt,52.453216780689786,13.624989986087133,Ice Cream Shop
172,Berlin,52.51605,13.37691,Liebermann-Villa am Wannsee,52.42889583249849,13.164712800868873,Art Gallery
173,Berlin,52.51605,13.37691,Dresdner Feinbäckerei,52.45407267187916,13.625035750355172,Bakery
174,Berlin,52.51605,13.37691,Das märchenhafte Ribhouse,52.621962708869766,13.489153297821268,BBQ Joint
175,Berlin,52.51605,13.37691,Mauna Kea,52.452572363725515,13.624983536446997,Café
176,Berlin,52.51605,13.37691,Restaurant Athen,52.651547,13.54124,Greek Restaurant
177,Berlin,52.51605,13.37691,Eis Klatsch,52.44988457120997,13.624521602793964,Ice Cream Shop
178,Berlin,52.51605,13.37691,SpreeArche,52.44384565944494,13.618813002998357,Seafood Restaurant
179,Berlin,52.51605,13.37691,Bootshaus Kladow,52.45845669998182,13.112822347058565,German Restaurant
180,Berlin,52.51605,13.37691,Der GRIECHE,52.446452889666595,13.627279608375868,Greek Restaurant
181,Berlin,52.51605,13.37691,Pflanzen-Kölle,52.50188,13.66711,Garden Center
182,Berlin,52.51605,13.37691,Gestrandet am Müggelsee,52.444131139666965,13.627123876008543,Beach Bar
183,Berlin,52.51605,13.37691,Krumme Linde,52.660161,13.259173,German Restaurant
184,Berlin,52.51605,13.37691,Berliner Golfclub Stolper Heide e.V.,52.65358895304699,13.257958990737336,Golf Course
185,Berlin,52.51605,13.37691,Rossmann,52.55064824425841,13.163899152872736,Drugstore
186,Berlin,52.51605,13.37691,Kid Creole,52.448006512613475,13.624807425337933,Cajun / Creole Restaurant
187,Berlin,52.51605,13.37691,dm-drogerie markt,52.5246874,13.142139,Drugstore
188,Berlin,52.51605,13.37691,Hofladen Falkensee,52.54409754521162,13.0913632582438,Farmers Market
189,Berlin,52.51605,13.37691,Bel Paese,52.666707464362865,13.28232559803358,Italian Restaurant
190,Berlin,52.51605,13.37691,dm-drogerie markt,52.6293941,13.5291187,Drugstore
191,Berlin,52.51605,13.37691,Kino Union,52.45641171285207,13.625468095190591,Indie Movie Theater
192,Berlin,52.51605,13.37691,Trattoria Cafe Tresoli,52.45170113021375,13.624681000016603,Trattoria/Osteria
193,Berlin,52.51605,13.37691,Telekom Shop,52.6371635,13.202884,Mobile Phone Shop
194,Berlin,52.51605,13.37691,REWE,52.641794648286,13.373275173346201,Supermarket
195,Berlin,52.51605,13.37691,Rhodos,52.57038856163748,13.104358041933269,Greek Restaurant
196,Berlin,52.51605,13.37691,REWE,52.47144000000001,13.103310955076267,Supermarket
197,Berlin,52.51605,13.37691,Rabu,52.45480252444568,13.628036359398225,Bar
198,Berlin,52.51605,13.37691,Telekom Shop,52.53043351729867,13.084494529757649,Mobile Phone Shop
199,Berlin,52.51605,13.37691,dm-drogerie markt,52.63701862402946,13.205088321903872,Drugstore
200,Berlin,52.51605,13.37691,Hahneberg,52.51809976365255,13.1501015314598,Mountain
201,Berlin,52.51605,13.37691,Rossmann,52.45134251738109,13.624373168807045,Drugstore
202,Berlin,52.51605,13.37691,Rossmann,52.671889960671,13.2801712809641,Drugstore
203,Berlin,52.51605,13.37691,Lidl,52.527592,13.1289298,Supermarket
204,Berlin,52.51605,13.37691,Rossmann,52.5606340340317,13.0930638313293,Drugstore
205,Berlin,52.51605,13.37691,Rossmann,52.5327967683392,13.154802203353,Drugstore
206,Berlin,52.51605,13.37691,REWE,52.6667818019686,13.29825892146107,Supermarket
207,Berlin,52.51605,13.37691,Rossmann,52.530864711087716,13.083384122610275,Drugstore
208,Berlin,52.51605,13.37691,REWE,52.62943420780852,13.52912668220904,Supermarket
209,Berlin,52.51605,13.37691,Schönower Heide,52.672573731065455,13.519102895145812,Trail
210,Berlin,52.51605,13.37691,Restaurant Bräustübl,52.44693053238786,13.623981937461519,German Restaurant
211,Berlin,52.51605,13.37691,Trattoria da Francesco,52.54191106706124,13.165590763092041,Trattoria/Osteria
212,Berlin,52.51605,13.37691,Müggelpark,52.444945986635524,13.626995086669922,Park
213,Berlin,52.51605,13.37691,Lidl,52.65104591165053,13.541454737434378,Supermarket
214,Berlin,52.51605,13.37691,EDEKA Busse,52.65594208,13.5466235,Supermarket
215,Berlin,52.51605,13.37691,real,52.555889,13.09527,Big Box Store
216,Berlin,52.51605,13.37691,REWE,52.5513166,13.1661056,Supermarket
217,Berlin,52.51605,13.37691,Seebad Friedrichshagen,52.446080542978265,13.630685643097568,Beach
218,Berlin,52.51605,13.37691,Lidl,52.562654829914806,13.097029019806858,Supermarket
219,Berlin,52.51605,13.37691,Lidl,52.64223983126868,13.19270328618586,Supermarket
220,Berlin,52.51605,13.37691,Bürgerbräu Biergarten,52.44575687435495,13.624677658081055,Brewery
221,Berlin,52.51605,13.37691,REWE,52.559835,13.093801,Supermarket
222,Berlin,52.51605,13.37691,C&A,52.53068650576135,13.082849979400635,Clothing Store
223,Berlin,52.51605,13.37691,EDEKA,52.4515093,13.6251059,Supermarket
224,Berlin,52.51605,13.37691,Havellandhalle,52.50887975153125,13.1284764219864,Athletics & Sports
225,Berlin,52.51605,13.37691,Lidl,52.6861076214476,13.44213799573481,Supermarket
226,Berlin,52.51605,13.37691,REWE,52.64076482780307,13.515458737434415,Supermarket
227,Berlin,52.51605,13.37691,McDonald's,52.52877127529246,13.123908406123633,Fast Food Restaurant
228,Berlin,52.51605,13.37691,Schloss Dammsmühle,52.69389584878355,13.407402634620667,Historic Site
229,Berlin,52.51605,13.37691,Kaufland,52.63449323093821,13.495941199557777,Big Box Store
230,Berlin,52.51605,13.37691,Spreetunnel Friedrichshagen,52.44444898355865,13.625450134277344,Tunnel
231,Berlin,52.51605,13.37691,Pflanzen-Kölle,52.53105,13.08515,Garden Center
232,Berlin,52.51605,13.37691,Kaufland,52.63722933273112,13.20503565710692,Big Box Store
233,Berlin,52.51605,13.37691,REWE,52.51623730109705,13.670023516533774,Supermarket
234,Berlin,52.51605,13.37691,McDonald's,52.65253560890301,13.204545822118218,Fast Food Restaurant
235,Madrid,40.41956,-3.69196,Doki Doki,40.42116858895287,-3.689797446212131,Japanese Restaurant
236,Madrid,40.41956,-3.69196,La Primera,40.41918268290716,-3.697793514240437,Restaurant
237,Madrid,40.41956,-3.69196,Puerta de Alcalá,40.42004560065713,-3.6886487038815643,Monument / Landmark
238,Madrid,40.41956,-3.69196,Bee Beer,40.421952,-3.6969,Beer Store
239,Madrid,40.41956,-3.69196,Hotel Jardín de Recoletos,40.422124489254095,-3.6891995566158484,Hotel
240,Madrid,40.41956,-3.69196,Teatro de La Zarzuela,40.41718415347722,-3.6970549821853633,Theater
241,Madrid,40.41956,-3.69196,Charrua,40.422416,-3.693999,BBQ Joint
242,Madrid,40.41956,-3.69196,Moulin Chocolat,40.420422856011314,-3.686826845677998,Dessert Shop
243,Madrid,40.41956,-3.69196,Salmon Gurú,40.41486660560401,-3.6995319613728506,Cocktail Bar
244,Madrid,40.41956,-3.69196,Plaza de Cibeles,40.41916377741437,-3.6936869182360796,Plaza
245,Madrid,40.41956,-3.69196,Parque del Retiro,40.41517879765204,-3.6814713478088374,Park
246,Madrid,40.41956,-3.69196,Fogg Birra and Cheese,40.41227536098442,-3.69798791617441,Pub
247,Madrid,40.41956,-3.69196,Honest Greens,40.42487975679924,-3.697894121919185,Restaurant
248,Madrid,40.41956,-3.69196,Paseo del Prado,40.41530949476073,-3.6939167976379395,Road
249,Madrid,40.41956,-3.69196,DSTAgE,40.42472945683953,-3.6963052685894597,Restaurant
250,Madrid,40.41956,-3.69196,El Paraguas,40.42386542247894,-3.685813532393988,Spanish Restaurant
251,Madrid,40.41956,-3.69196,Panta Rhei,40.423553323104244,-3.7001508785469985,Bookstore
252,Madrid,40.41956,-3.69196,La Cocina De Maria Luisa,40.42351295845048,-3.681737967100161,Spanish Restaurant
253,Madrid,40.41956,-3.69196,Museo Thyssen-Bornemisza,40.41635928605382,-3.6948908136558845,Art Museum
254,Madrid,40.41956,-3.69196,Yoka Loka,40.41161458501999,-3.698692811574475,Sushi Restaurant
255,Madrid,40.41956,-3.69196,Teatro María Guerrero,40.42288540887174,-3.6929136514663696,Theater
256,Madrid,40.41956,-3.69196,Vinoteca Moratín,40.41261947884343,-3.695511165213914,Restaurant
257,Madrid,40.41956,-3.69196,Alabaster,40.41807931218255,-3.689794959957802,Restaurant
258,Madrid,40.41956,-3.69196,Urso hotel & spa,40.426825148727936,-3.6981689054251543,Hotel
259,Madrid,40.41956,-3.69196,Axel Hotel Madrid,40.413181423395386,-3.7005688301093334,Hotel
260,Madrid,40.41956,-3.69196,Cafe Angelica,40.423226309929944,-3.707465329347798,Café
261,Madrid,40.41956,-3.69196,La Raquetista,40.42046271831923,-3.6771653141330463,Tapas Restaurant
262,Madrid,40.41956,-3.69196,Toga,40.41111841899132,-3.70667299456038,Spanish Restaurant
263,Madrid,40.41956,-3.69196,La Cabaña Argentina,40.415696026060175,-3.6989742057930957,Argentinian Restaurant
264,Madrid,40.41956,-3.69196,Museo Nacional del Prado,40.413978006085095,-3.6921894550323486,Art Museum
265,Madrid,40.41956,-3.69196,Rosaleda del Retiro,40.41098709192237,-3.680376618853936,Garden
266,Madrid,40.41956,-3.69196,La Castela,40.42043470417075,-3.6765640741828016,Tapas Restaurant
267,Madrid,40.41956,-3.69196,Fundación Mapfre Recoletos,40.42245013153158,-3.6921511784298437,Art Gallery
268,Madrid,40.41956,-3.69196,Kabuki Wellington,40.42189124807032,-3.6842165091037944,Japanese Restaurant
269,Madrid,40.41956,-3.69196,Museo Arqueológico Nacional (MAN),40.42325921497666,-3.688431683863512,History Museum
270,Madrid,40.41956,-3.69196,sivasdescalzo,40.42708637286731,-3.7007957538846203,Shoe Store
271,Madrid,40.41956,-3.69196,Amazónico,40.42383753262332,-3.6850245572738443,Restaurant
272,Madrid,40.41956,-3.69196,Teatro Del Barrio,40.409666440324926,-3.699222340056091,Theater
273,Madrid,40.41956,-3.69196,Alimentación Quiroga,40.413759722199444,-3.6994574585588165,Grocery Store
274,Madrid,40.41956,-3.69196,Angelita Madrid,40.42034282975544,-3.700391295468739,Mediterranean Restaurant
275,Madrid,40.41956,-3.69196,Running Company Madrid,40.40671358190987,-3.686904474922283,Sporting Goods Shop
276,Madrid,40.41956,-3.69196,Imprenta Municipal,40.413663321236676,-3.705447800535241,History Museum
277,Madrid,40.41956,-3.69196,InClan Brutal Bar,40.41502338061646,-3.7018643661445174,Tapas Restaurant
278,Madrid,40.41956,-3.69196,Zuccaru,40.417179,-3.711674,Ice Cream Shop
279,Madrid,40.41956,-3.69196,Museo del Prado 1819-2019: Un Lugar de Memoria,40.41424910503363,-3.6923718452453613,Exhibit
280,Madrid,40.41956,-3.69196,Toma Café,40.42650984196803,-3.7059470889382538,Coffee Shop
281,Madrid,40.41956,-3.69196,El Inti de Oro,40.415750765,-3.698969495,Peruvian Restaurant
282,Madrid,40.41956,-3.69196,La Romana,40.43018635880876,-3.705577578276222,Ice Cream Shop
283,Madrid,40.41956,-3.69196,Viding,40.427872918599405,-3.6736856276790264,Gymnastics Gym
